Customer ID,TotalPrice,Predicted Return Probability
17652.0,4737.13,0.9466667536255915
17374.0,495.77,0.3844242467000722
17309.0,82.75,0.0049315432673135715
15081.0,487.35,0.8936777372954557
13075.0,919.61,0.010253599043818592
14040.0,3542.19,0.9197025838224778
12787.0,463.66,0.7022954167733872
17062.0,534.47,0.8520105078437317
16161.0,5352.97,0.9517267287461241
16503.0,1421.43,0.6732201440371675
12755.0,2203.2,0.4329945918931589
17923.0,207.50000000000003,0.0
13720.0,799.9,0.5667357059611129
12591.0,452.84999999999997,0.0
15174.0,135.75,0.0
14178.0,1620.93,0.778296957461441
14110.0,5669.65,0.9380023226747402
16260.0,1035.45,0.035233201795191404
16965.0,201.19,0.0
16438.0,798.35,0.8095218738594734
17014.0,565.58,0.6204229469384983
15608.0,1093.68,0.5857100271859795
17884.0,717.45,0.5051590041073265
16485.0,363.65,0.0
17725.0,3371.13,0.8394501034144406
13492.0,1269.84,0.41102811371706865
12348.0,1797.24,0.40017727283326415
17496.0,271.05,0.0
17100.0,971.74,0.12360522827337654
18119.0,181.12,0.0
12541.0,981.18,0.5411603474034046
13575.0,732.0699999999999,0.8218674059864907
13898.0,155.93,0.0
17041.0,1065.77,0.479039120008583
14873.0,519.68,0.0
14697.0,188.60999999999999,0.4179282703720533
16071.0,326.24,0.004674122782648913
14623.0,869.35,0.7580668787162252
12740.0,427.6,0.0
12475.0,723.38,0.03723522800146692
12920.0,164.23,0.0
17791.0,106.1,0.0
15791.0,1604.44,0.34687072869873015
12886.0,1351.09,0.24659985283684116
16271.0,1423.29,0.8526226839852705
13689.0,910.0,0.017879363533750664
13012.0,1311.6200000000001,0.8852289603138368
15677.0,657.23,0.0
14195.0,962.7,0.4529267230564183
14626.0,2757.07,0.8263106510845775
14752.0,389.64,0.0
15903.0,5126.34,0.8524289957681291
17379.0,404.66,0.002001258653241032
17433.0,303.15999999999997,0.0016289791437980239
13035.0,886.63,0.4334588151004379
14981.0,102.12,0.0
17321.0,700.86,0.11473504683722249
14528.0,364.21999999999997,0.0
16497.0,2965.69,0.7985493504913636
16961.0,234.17,0.0
14696.0,2070.97,0.8252405737681267
14243.0,2535.88,0.9031003159518574
17705.0,1781.12,0.754846853035574
14680.0,26932.34,0.9517320440723259
17243.0,8628.55,0.9813949307866107
15073.0,612.43,0.5092989655486162
17935.0,145.79,0.6025095638579493
16952.0,167.61,0.4432742469625761
13759.0,659.4100000000001,0.14545024678499982
14930.0,2372.86,0.5234584730516806
12759.0,1531.44,0.48312965772752564
16776.0,388.28,0.0
17006.0,781.78,0.5233584963009991
17333.0,494.25,0.0
17797.0,780.43,0.3609674412875134
13736.0,724.0,0.4200137475111744
15942.0,337.44,0.0017960303372599644
15950.0,1705.26,0.41612483579850734
15204.0,316.58,0.0
12603.0,739.1999999999999,0.03147539197551345
15019.0,266.0,0.0
16985.0,5461.62,0.7989323020292011
17512.0,2920.04,0.8591606257817765
17897.0,541.1,0.5926411267998349
16372.0,367.93,0.3894438921635423
13162.0,1644.99,0.39894871960970696
15518.0,1911.89,0.8868951432301577
17839.0,338.8,0.0
15937.0,145.35,0.0
14497.0,457.47,0.2278573628777887
15361.0,418.92,0.0
17211.0,2299.67,0.9285277725811893
13544.0,291.41,0.4217828408569875
16801.0,867.83,0.7183186674409575
14631.0,1006.98,0.4535191556731599
13878.0,1281.53,0.029012989017725626
15226.0,154.41,0.0
17924.0,2894.33,0.9396154681067199
17871.0,155.9,0.0012736010985238586
13266.0,3717.67,0.8649122845023054
18160.0,638.0600000000001,0.15379170764791758
16773.0,171.59,0.0
17809.0,4627.62,0.8797743687127376
16582.0,313.62,0.0
13854.0,8025.0199999999995,0.9222865085685413
14887.0,1862.0,0.035012398425550664
15281.0,2239.9500000000003,0.8373731932063514
16525.0,11895.57,0.9608900514860789
15703.0,211.5,0.0
17601.0,116.00999999999999,0.0
16121.0,867.11,0.12143279899415484
18043.0,559.51,0.3603916038044662
12596.0,618.27,0.15968599622893584
16688.0,1260.86,0.5045281397836576
16393.0,2941.05,0.9409900585406628
17844.0,51.559999999999995,0.026953942653171012
13467.0,1083.71,0.12194000145452748
17892.0,244.1,0.7200328432516515
17964.0,471.7,0.31176046033548704
13349.0,247.32,0.0
14732.0,2686.34,0.9278975672663191
13933.0,608.7900000000001,0.19635176147176484
12952.0,1382.8400000000001,0.5915656892728305
17386.0,2686.42,0.7089615640218985
15223.0,454.90000000000003,0.6672576902115012
13199.0,9803.96,0.9766931968581667
16232.0,983.23,0.6779683373919405
15882.0,495.36,0.7777577173250387
12378.0,4008.62,0.07635870220146344
15689.0,254.1,0.4192508573721141
12726.0,2609.1,0.6770588876024611
13476.0,1092.77,0.542049089671758
15565.0,173.16,0.5667674642871164
13488.0,8910.61,0.9756685665406631
16018.0,408.90000000000003,0.35625908691039243
16553.0,5664.57,0.8475411855238333
13658.0,2421.47,0.7080420107262536
16700.0,5040.0,0.9120738449108237
12824.0,397.12,0.0
13790.0,348.8,0.006378194208468874
15587.0,913.6800000000001,0.5220062421431393
13243.0,600.07,0.0
14673.0,1736.4,0.44130383676278934
13184.0,1648.79,0.8325027361142621
18168.0,1133.64,0.8769252371733292
18210.0,2621.38,0.7725827310765314
14462.0,1965.9,0.7899963474035652
13227.0,257.7,0.0
17007.0,877.4300000000001,0.8877465038619137
16828.0,128.5,0.6681851124271146
16024.0,251.24,0.004974643722817212
14871.0,522.38,0.5326437623608191
17709.0,137.45,0.0
13177.0,282.45,0.0
14886.0,364.8,0.0
16175.0,1037.59,0.6276752892431269
14080.0,45.599999999999994,0.0
13262.0,200.29,0.0
16026.0,236.09,0.0
17186.0,144.0,0.4377619497559801
17503.0,558.96,0.23238280969037603
15821.0,570.96,0.21223532500502124
13101.0,101.19,0.0
16757.0,106.83000000000001,0.0
12648.0,318.05,0.006864438139879117
15332.0,1661.06,0.568976905076994
14897.0,1366.38,0.5804137311575125
14023.0,584.07,0.25558453401362385
18154.0,399.19,0.31059925854251547
13495.0,1990.1200000000001,0.7754337102552129
14432.0,2255.51,0.7409973666376068
18013.0,187.29,0.4786885445785027
14921.0,1316.07,0.1256134365871133
14428.0,1230.14,0.7023489988273655
15935.0,416.86,0.36133275866998027
17133.0,4892.240000000001,0.45565310754230537
15504.0,52.83,0.0
16323.0,207.50000000000003,0.0
14173.0,450.84,0.7620391571865943
17980.0,811.45,0.40399562655650223
15095.0,1364.7,0.8333339115773718
14894.0,655.75,0.0
15339.0,557.57,0.40560729398481066
13743.0,1340.1499999999999,0.825023470927686
14221.0,3427.85,0.8083642530735989
17495.0,497.56,0.2718442884542102
15576.0,940.6700000000001,0.013755388480244435
12990.0,409.5,0.5667236039881145
13238.0,680.83,0.748770892732758
17966.0,1098.43,0.4293516164394084
14403.0,1426.31,0.7046414669855215
14198.0,663.5,0.9604300213569023
16053.0,1511.95,0.16003142496181536
18118.0,5595.77,0.9406349816784134
18161.0,1612.79,0.8293741236429635
15714.0,330.88,0.37832520360595984
13001.0,9797.92,0.9838843637376801
13247.0,501.12,0.6350216494078809
17462.0,662.94,0.48094432998740033
17873.0,1764.3600000000001,0.8171801161251058
14770.0,876.42,0.14903125588858443
14959.0,684.97,0.8078894375122713
17997.0,1511.3,0.8571664705999555
12361.0,189.9,0.012679257182206874
16250.0,389.44,0.2961617283048969
14273.0,559.97,0.5237020377414943
17238.0,3744.65,0.8767412154656298
16433.0,184.26,0.0
14968.0,147.59,0.0
16812.0,479.35,0.007501474346373109
16240.0,3693.81,0.5062596053514055
13450.0,2043.7199999999998,0.728766963319287
16979.0,1809.05,0.8389555419397989
17670.0,205.7,0.0
12966.0,160.18,0.0
16762.0,1501.38,0.2879473603400423
18142.0,1014.9,0.5594493173702193
16096.0,320.62,0.0
14304.0,197.1,0.4595475903488667
16689.0,303.26,0.7606548524565738
13148.0,3348.48,0.8037725629990123
13986.0,320.46,0.004974643722817212
12739.0,1013.04,0.13071875239681197
18036.0,405.62,0.5847849698650219
16567.0,865.6,0.11029617576941961
15836.0,117.47,0.6113496638663378
13761.0,1070.65,0.22138204145525264
17101.0,1621.73,0.3679894164216934
14836.0,102.44999999999999,0.6871836267449041
17429.0,512.12,0.6408101470865104
17540.0,570.4,0.4932099675766522
16385.0,555.89,0.5112496961425026
13095.0,74.39999999999999,0.0
14130.0,483.86,0.0
16152.0,1829.04,0.023014723322022236
12433.0,13375.87,0.7429625689026809
17716.0,5505.79,0.8548824812269324
16276.0,810.6000000000001,0.015084816028354597
14332.0,866.31,0.3537145261275974
15079.0,893.66,0.7148437130499705
13709.0,6249.110000000001,0.9926253690433359
15261.0,254.82,0.0
18030.0,220.7,0.48196734733651786
14479.0,316.25,0.4086420634492637
12868.0,1607.0600000000002,0.7661406253138524
15695.0,409.98,0.30563137988858174
16959.0,117.35000000000001,0.0
15749.0,21535.9,0.5081422868215811
16213.0,159.0,0.0
15206.0,420.29999999999995,0.7446747273878129
16168.0,3770.6,0.8902111005764766
13217.0,133.62,0.7534635746753026
13718.0,306.55,0.43296627977705787
17245.0,171.45,0.0
18220.0,297.78000000000003,0.5646085801702928
13246.0,1922.1,0.7507756778925614
14491.0,340.93,0.39811621981056866
15035.0,252.73000000000002,0.0
15782.0,2593.94,0.22669579061765568
17293.0,1875.1100000000001,0.8403225222002156
13732.0,491.86,0.0032324894719008655
16642.0,679.83,0.3982092611265348
13458.0,9537.92,0.9870455963582365
18008.0,2116.19,0.7451486207406269
17985.0,634.95,0.0013734805948047138
17138.0,380.5,0.0
12855.0,38.1,0.0
13983.0,2590.46,0.8735430204426946
16070.0,852.15,0.19488486525276755
12441.0,173.55,0.0
14889.0,135.9,0.0
16224.0,1295.3,0.6878472882773673
15644.0,813.0,0.5732473834219101
14431.0,397.76,0.3638501714868235
17685.0,3191.53,0.41102511454338214
15025.0,377.01,0.0
13149.0,1676.06,0.5002529398604879
13558.0,605.06,0.6000140639487972
15807.0,903.9,0.40059189188983885
15365.0,1330.45,0.8319927258378326
16243.0,409.1,0.34926448320338216
13904.0,332.64,0.4068021384855766
16318.0,328.15,0.0017960303372599644
16321.0,230.70000000000002,0.7415027256067382
15028.0,627.13,0.648291259131163
18079.0,3651.97,0.6094634733933652
13822.0,632.0,0.1972767688283378
15453.0,1388.37,0.7851257303122092
14085.0,4435.79,0.8894171583946526
16245.0,1352.3600000000001,0.5965520304372885
14013.0,473.02,0.5777633768061538
16885.0,471.51,0.6911947175653935
15582.0,682.9100000000001,0.40097770219337503
15673.0,2881.02,0.49336223459193546
16256.0,732.63,0.10349220283035007
12380.0,2720.56,0.7353287632096052
16029.0,50992.61,0.9905872551354621
17593.0,3911.56,0.5371902824857443
16442.0,616.79,0.4578450001192828
16624.0,810.5699999999999,0.1410017865171368
13113.0,10510.0,0.9160108383053108
16839.0,15357.78,0.9751342513020091
15717.0,150.3,0.006365456105233056
16790.0,1520.1200000000001,0.6932198683684176
12720.0,5713.28,0.9059602032092338
14109.0,80.2,0.628925756671643
18059.0,296.71,0.7632559925689857
14543.0,2916.17,0.9004177666992296
16426.0,1908.25,0.8647595557337725
12474.0,7116.47,0.9396412522064823
16457.0,208.36,0.0
17616.0,571.1999999999999,0.49183429969291526
18106.0,430.7,0.0
17786.0,278.74,0.34680175081835757
15780.0,475.28000000000003,0.5974340321591647
15044.0,7629.38,0.9443931927887504
14662.0,771.17,0.6256704469653513
14258.0,12650.08,0.8133102885898573
12457.0,1917.78,0.8993517210709782
18001.0,417.23,0.3022577967412186
13908.0,2347.05,0.527278254096784
14729.0,313.49,0.0
13437.0,3408.06,0.5324756613214087
15101.0,310.03,0.6292263756977525
16247.0,114.56,0.0012736010985238586
14311.0,229.71,0.3338432510628593
16054.0,783.9,0.004080730645024138
14595.0,1740.6,0.8272825044545763
14548.0,652.8,0.1491167966323903
17259.0,603.37,0.23186257574771585
14601.0,213.96,0.0
12620.0,1339.41,0.5046706466353335
16835.0,180.85,0.6099646518155725
13501.0,1310.47,0.09140062514234948
14891.0,554.38,0.18238114586738507
15994.0,427.07,0.006924751996128718
16360.0,3411.69,0.7094911275287553
17347.0,228.96,0.0
17388.0,1259.56,0.6743310776631972
13936.0,361.28,0.3856296808255528
18018.0,122.14,0.5783367707142012
14657.0,838.27,0.7970816471968714
16298.0,598.2,0.48239522389483824
12735.0,779.5699999999999,0.26369750779204887
